selected,gene_id,gene_name
0,WBGene00011249,R11G10.2
0,WBGene00011280,R74.6
0,WBGene00004267,rab-3
0,WBGene00004303,ran-2
0,WBGene00004304,ran-3
0,WBGene00018416,retr-1
0,WBGene00004340,rfc-4
0,WBGene00004356,rhi-1
0,WBGene00004377,rme-6
0,WBGene00004384,rnp-1
0,WBGene00007617,rrbs-1
0,WBGene00004701,rsp-4
0,WBGene00013985,sec-16
0,WBGene00018703,sec-3
0,WBGene00004766,sel-9
0,WBGene00004874,smc-4
0,WBGene00010551,smg-8
0,WBGene00004897,snb-1
0,WBGene00004918,snr-5
0,WBGene00015429,sor-3
0,WBGene00004955,spd-5
0,WBGene00005007,spr-2
0,WBGene00005009,spr-4
0,WBGene00005024,sqv-6
0,WBGene00005043,sra-17
0,WBGene00005085,srd-7
0,WBGene00006044,ssp-16
0,WBGene00007364,stdh-3
0,WBGene00020139,T01B11.2
0,WBGene00020184,T03F1.1
0,WBGene00011399,T03F6.3
0,WBGene00020296,T07A9.8
0,WBGene00020348,T08B2.8
0,WBGene00011687,T10C6.5
0,WBGene00011740,T12G3.5
0,WBGene00011743,T13F2.2
0,WBGene00020563,T19C3.5
0,WBGene00020588,T19H12.2
0,WBGene00020601,T20B12.3
0,WBGene00020636,T20H4.5
0,WBGene00007048,tag-182
0,WBGene00014023,tag-256
0,WBGene00015356,tag-278
0,WBGene00016583,tag-335
0,WBGene00006447,tag-72
0,WBGene00006540,tbg-1
0,WBGene00006542,tbp-1
0,WBGene00006573,tin-10
0,WBGene00006583,tnc-2
0,WBGene00006585,tni-3
0,WBGene00009092,tomm-20
0,WBGene00007686,tomm-40
0,WBGene00006596,top-3
0,WBGene00006599,tpa-1
0,WBGene00006602,tps-1
0,WBGene00011571,ttr-46
0,WBGene00006700,uba-2
0,WBGene00006707,ubc-12
0,WBGene00006728,ubq-2
0,WBGene00022703,ubxn-4
0,WBGene00006734,ufd-2
0,WBGene00015141,ugt-46
0,WBGene00006735,ula-1
0,WBGene00006751,unc-11
0,WBGene00006836,unc-112
0,WBGene00006757,unc-18
0,WBGene00006769,unc-33
0,WBGene00006788,unc-53
0,WBGene00006819,unc-87
0,WBGene00006910,vha-1
0,WBGene00006912,vha-3
0,WBGene00011502,vps-53
0,WBGene00017895,vrk-1
0,WBGene00012205,W02B12.10
0,WBGene00021112,W09C3.4
0,WBGene00013736,Y111B2A.13
0,WBGene00012469,Y17G7B.18
0,WBGene00012550,Y37D8A.10
0,WBGene00012555,Y37D8A.17
0,WBGene00012544,Y37D8A.2
0,WBGene00012578,Y37H9A.3
0,WBGene00012692,Y39B6A.33
0,WBGene00012878,Y45F10C.2
0,WBGene00012932,Y47D3A.21
0,WBGene00021743,Y50D4B.3
0,WBGene00021882,Y54G2A.17
0,WBGene00022363,Y92H12BL.1
0,WBGene00022369,Y92H12BR.3
0,WBGene00010842,ymel-1
0,WBGene00013884,ZC412.3
0,WBGene00014219,ZK1098.2
0,WBGene00022862,ZK1236.1
0,WBGene00022864,ZK1236.5
0,WBGene00014253,ZK1320.3
0,WBGene00022673,ZK177.8
0,WBGene00013925,ZK20.4
0,WBGene00013958,ZK265.6
0,WBGene00022696,ZK328.7
0,WBGene00022704,ZK353.9
0,WBGene00014018,ZK632.11
0,WBGene00014013,ZK632.4
0,WBGene00014022,ZK637.2
0,WBGene00014058,ZK673.2
0,WBGene00011639,ztf-17
0,WBGene00004467,rpn-11
0,WBGene00003392,mog-4
0,WBGene00003835,nxf-2
0,WBGene00000838,cul-3
0,WBGene00006606,tra-3
0,WBGene00022056,Y67D2.6
0,WBGene00022719,pdhk-2
0,WBGene00003801,npp-15
0,WBGene00015557,C06G4.1
0,WBGene00018371,ess-2
0,WBGene00006474,wdr-5
0,WBGene00001633,gly-8
0,WBGene00004085,pph-4.1
0,WBGene00017356,F10E9.4
0,WBGene00017773,dct-6
0,WBGene00018893,tag-345
0,WBGene00007628,C16C10.8
0,WBGene00019678,K12H4.3
0,WBGene00011944,T23D8.3
0,WBGene00001038,dnj-20
0,WBGene00000512,ckb-2
0,WBGene00002196,kin-10
0,WBGene00012075,T27A8.3
0,WBGene00007071,AC3.5
0,WBGene00002255,lbp-3
0,WBGene00003530,nas-11
0,WBGene00010812,M01F1.6
0,WBGene00011045,R05H10.5
0,WBGene00014030,glb-1
0,WBGene00022582,ZC262.5
0,WBGene00015337,gsto-2
